distance,total_duration_min,avg_speed_kmph,num_classes_offered,num_halts,halts_per_100km,departure_hour,is_night_departure,zone_clean,has_return_train,first_ac,second_ac,third_ac,sleeper,chair_car,first_class,type_clean,name,number
13.0,35.0,22.285714285714285,0,2,15.384615384615383,10,0,NCR,1,0,0,0,0,0,0,Passenger,Ait Konch Passenger,51863
13.0,35.0,22.285714285714285,0,2,15.384615384615383,14,0,NCR,1,0,0,0,0,0,0,Passenger,Konch Ait Passenger,51864
13.0,35.0,22.285714285714285,0,2,15.384615384615383,17,0,NCR,1,0,0,0,0,0,0,Passenger,Ait Konch Passenger,51865
13.0,35.0,22.285714285714285,0,2,15.384615384615383,18,0,NCR,1,0,0,0,0,0,0,Passenger,Konch Ait Passenger,51866
13.0,35.0,22.285714285714285,0,2,15.384615384615383,19,0,Unknown,1,0,0,0,0,0,0,Passenger,Ait Konch Passenger,51867
13.0,35.0,22.285714285714285,0,2,15.384615384615383,20,0,NCR,1,0,0,0,0,0,0,Passenger,Konch Ait Passenger,51868
13.0,35.0,22.285714285714285,0,2,15.384615384615383,21,0,NCR,1,0,0,0,0,0,0,Passenger,Ait Konch Passenger,51869
13.0,35.0,22.285714285714285,0,2,15.384615384615383,4,1,NCR,1,0,0,0,0,0,0,Passenger,Konch Ait Passenger,51870
197.0,463.0,25.52915766738661,0,31,15.736040609137056,8,0,NCR,1,0,0,0,0,0,0,Passenger,Agra Delhi Passenger,51901
197.0,400.0,29.549999999999997,0,31,15.736040609137056,6,0,NCR,1,0,0,0,0,0,0,Passenger,Delhi Agra Passenger,51902
70.0,135.0,31.11111111111111,0,18,25.714285714285715,9,0,NR,1,0,0,0,0,0,0,Passenger,Delhi Rohtak Passenger,51903
70.0,160.0,26.25,0,18,25.714285714285715,15,0,NR,1,0,0,0,0,0,0,Passenger,Rohtak Delhi Passenger,51904
94.0,205.0,27.51219512195122,0,23,24.46808510638298,19,0,NR,1,0,0,0,0,0,0,Passenger,Delhi Shamli Passenger,51905
94.0,160.0,35.25,0,22,23.404255319148938,2,1,NR,1,0,0,0,0,0,0,Passenger,Shamli Delhi Passenger,51906
70.0,120.0,35.0,0,14,20.0,18,0,NR,1,0,0,0,0,0,0,Passenger,Shamli Saharanpur Passenger,51907
70.0,135.0,31.11111111111111,0,14,20.0,16,0,NR,1,0,0,0,0,0,0,Passenger,Saharanpur Shamli Passenger,51908
164.0,325.0,30.276923076923076,0,33,20.121951219512198,6,0,NR,1,0,0,0,0,0,0,Passenger,Saharanpur Delhi Passenger,51910
164.0,300.0,32.8,0,35,21.34146341463415,12,0,NR,1,0,0,0,0,0,0,Passenger,Delhi Shamli Saharanpur Passenger,51911
164.0,315.0,31.238095238095237,0,35,21.34146341463415,18,0,NR,1,0,0,0,0,0,0,Passenger,Saharanpur Delhi Passenger,51912
164.0,295.0,33.35593220338983,0,39,23.78048780487805,18,0,NR,1,0,0,0,0,0,0,Passenger,DELHI - SAHARANPUR Passenger,51913
164.0,285.0,34.526315789473685,0,37,22.5609756097561,3,1,NR,1,0,0,0,0,0,0,Passenger,SAHARANPUR - DELHI Passenger,51914
52.0,105.0,29.714285714285715,0,15,28.846153846153847,23,1,NR,1,0,0,0,0,0,0,Passenger,Delhi - Farukh Nagar Passenger,51915
52.0,105.0,29.714285714285715,0,15,28.846153846153847,4,1,NR,1,0,0,0,0,0,0,Passenger,Farukh Nagar - Delhi Passenger,51916
122.0,175.0,41.82857142857143,0,11,9.01639344262295,9,0,NCR,1,0,0,0,0,0,0,Passenger,Mathura Alwar Passenger,51971
122.0,180.0,40.666666666666664,0,11,9.01639344262295,13,0,NCR,1,0,0,0,0,0,0,Passenger,Alwar Mathura Passenger,51972
183.0,275.0,39.92727272727273,0,19,10.382513661202186,7,0,NCR,1,0,0,0,0,0,0,Passenger,Mathura Alwar Bandikui Passenger,51973
183.0,260.0,42.23076923076923,0,19,10.382513661202186,15,0,NCR,1,0,0,0,0,0,0,Passenger,Bandikui Mathura Passenger,51974
105.0,125.0,50.4,0,13,12.38095238095238,21,0,NER,1,0,0,0,0,0,0,Passenger,Kasganj-Mathura Passenger,51975
105.0,135.0,46.666666666666664,0,13,12.38095238095238,6,0,NER,1,0,0,0,0,0,0,Passenger,Mathura-KasGanj Passenger,51976
63.0,185.0,20.43243243243243,0,11,17.46031746031746,14,0,WR,1,0,0,0,0,0,0,Passenger,Waghai Bilimora Mix Passenger,52002
63.0,180.0,21.0,0,11,17.46031746031746,19,0,WR,1,0,0,0,0,0,0,Passenger,Bilimora Waghai Mix Passenger,52003
63.0,200.0,18.9,0,11,17.46031746031746,6,0,WR,1,0,0,0,0,0,0,Passenger,Waghai Bilimora Mix Passenger,52004
63.0,180.0,21.0,0,11,17.46031746031746,10,0,Unknown,1,0,0,0,0,0,0,Passenger,Bilimora Waghai Pass,52011
63.0,185.0,20.43243243243243,0,11,17.46031746031746,14,0,Unknown,1,0,0,0,0,0,0,Passenger,Waghai Bilimora Pass,52012
63.0,180.0,21.0,0,11,17.46031746031746,19,0,Unknown,1,0,0,0,0,0,0,Passenger,Bilimora Waghai Pass,52013
63.0,200.0,18.9,0,11,17.46031746031746,6,0,Unknown,1,0,0,0,0,0,0,Passenger,Waghai Bilimora Pass,52014
49.0,190.0,15.473684210526317,0,11,22.448979591836736,17,0,WR,1,0,0,0,0,0,0,Passenger,Dabhoi Miyagam Passenger,52020
28.0,110.0,15.272727272727273,0,7,24.999999999999996,7,0,WR,1,0,0,0,0,0,0,Passenger,Moti Koral Miyagam Mix Passenger,52021
28.0,145.0,11.586206896551724,0,7,24.999999999999996,17,0,WR,1,0,0,0,0,0,0,Passenger,Miyagam Moti Koral Mix Passenger,52022
70.0,280.0,14.999999999999998,0,11,15.714285714285715,4,1,WR,1,0,0,0,0,0,0,Passenger,Malsar Dabhoi Mix Passenger,52023
70.0,365.0,11.506849315068493,0,11,15.714285714285715,13,0,WR,1,0,0,0,0,0,0,Passenger,Dabhoi Malsar Mix Passenger,52024
76.0,140.0,32.57142857142857,0,12,15.789473684210526,10,0,NER,1,0,0,0,0,0,0,Passenger,RAMNAGAR - MORADABAD PASSENGER,55308
77.0,125.0,36.96,0,8,10.38961038961039,13,0,NER,1,0,0,0,0,0,0,Passenger,RAMNAGAR - MORADABAD PASSENGER,55310
118.0,175.0,40.45714285714286,0,14,11.864406779661017,18,0,NCR,1,0,0,0,0,0,0,Passenger,Gwalior Agra Fast Passenger,51881
345.0,630.0,32.857142857142854,0,29,8.405797101449275,11,0,NCR,1,0,0,0,0,0,0,Passenger,Bina Gwalior Passenger,51883
345.0,565.0,36.63716814159292,0,29,8.405797101449275,8,0,NCR,1,0,0,0,0,0,0,Passenger,Gwalior Bina Passenger,51884
17.0,45.0,22.666666666666668,0,3,17.64705882352941,16,0,WR,1,0,0,0,0,0,0,Passenger,Dabhoi Chandod Mix Passenger,52025
17.0,50.0,20.4,0,3,17.64705882352941,9,0,WR,1,0,0,0,0,0,0,Passenger,Chandod Dabhoi Mix Passenger,52026
41.0,130.0,18.923076923076923,0,9,21.951219512195124,13,0,WR,1,0,0,0,0,0,0,Passenger,Choranda Dabhoi Mix Passenger,52027
41.0,180.0,13.666666666666666,0,9,21.951219512195124,9,0,WR,1,0,0,0,0,0,0,Passenger,Dabhoi Choranda Mix Passenger,52028
51.0,180.0,17.0,0,11,21.56862745098039,6,0,WR,1,0,0,0,0,0,0,Passenger,Jambusar Pratapnagar Mix Passenger,52033
51.0,180.0,17.0,0,11,21.56862745098039,18,0,WR,1,0,0,0,0,0,0,Passenger,Pratapnagar Jambusar Mix Passenger,52034
51.0,180.0,17.0,0,11,21.56862745098039,14,0,WR,1,0,0,0,0,0,0,Passenger,Jambusar Pratapnagar Passenger,52035
51.0,180.0,17.0,0,11,21.56862745098039,10,0,WR,1,0,0,0,0,0,0,Passenger,Pratapnagar Jambusar Passenger,52036
62.0,190.0,19.578947368421055,0,10,16.129032258064516,9,0,WR,1,0,0,0,0,0,0,Passenger,Nadiad Bhadran Mix Passenger,52037
62.0,195.0,19.076923076923077,0,10,16.129032258064516,14,0,WR,1,0,0,0,0,0,0,Passenger,Bhadran Nadiad Mix Passenger,52038
32.0,100.0,19.2,0,7,21.875,9,0,WR,1,0,0,0,0,0,0,Passenger,Miyagam Dabhoi Mix Passenger,52041
32.0,95.0,20.210526315789476,0,7,21.875,12,0,WR,1,0,0,0,0,0,0,Passenger,Dabhoi Jn Miyagam Jn NG Passenger,52042
32.0,85.0,22.588235294117645,0,9,28.125,17,0,WR,1,0,0,0,0,0,0,Passenger,Miyagam Dabhoi Mix Passenger,52045
32.0,90.0,21.333333333333332,0,9,28.125,5,0,WR,1,0,0,0,0,0,0,Passenger,Dabhoi Miyagam Mix Passenger,52046
62.0,270.0,13.777777777777779,0,11,17.741935483870968,14,0,WR,1,0,0,0,0,0,0,Passenger,Umarpada Kosamba Passenger,52048
82.0,170.0,28.941176470588236,0,7,8.536585365853659,9,0,NWR,1,0,0,0,0,0,0,Passenger,MAVLI - BARI SADRI PASSENGER,52072
151.0,395.0,22.936708860759495,0,15,9.933774834437086,2,1,NWR,1,0,0,0,0,0,0,Passenger,Marwar Mavli Passenger,52073
151.0,395.0,22.936708860759495,0,15,9.933774834437086,16,0,NWR,1,0,0,0,0,0,0,Passenger,Mavli Marwar Passenger,52074
152.0,390.0,23.384615384615383,0,15,9.868421052631579,13,0,NWR,1,0,0,0,0,0,0,Passenger,Marwar Mavli Passenger,52075
152.0,395.0,23.08860759493671,0,15,9.868421052631579,6,0,NWR,1,0,0,0,0,0,0,Passenger,Mavli Marwar Passenger,52076
229.0,415.0,33.10843373493976,0,28,12.22707423580786,16,0,NWR,1,0,0,0,0,0,0,Passenger,Loharu Jaipur Passenger,52082
229.0,470.0,29.23404255319149,0,28,12.22707423580786,10,0,NWR,1,0,0,0,0,0,0,Passenger,Jaipur Loharu Passenger,52083
229.0,410.0,33.51219512195122,0,28,12.22707423580786,8,0,NWR,1,0,0,0,0,0,0,Passenger,Loharu Jaipur Passenger,52084
198.0,320.0,37.125,0,23,11.616161616161616,6,0,NWR,1,0,0,0,0,0,0,Passenger,Jaipur Churu Passenger,52085
198.0,325.0,36.55384615384615,0,23,11.616161616161616,12,0,NWR,1,0,0,0,0,0,0,Passenger,Churu Jaipur Passenger,52086
91.0,130.0,42.0,0,9,9.89010989010989,16,0,NWR,1,0,0,0,0,0,0,Passenger,Sikar Churu Passenger,52087
91.0,140.0,39.0,0,9,9.89010989010989,8,0,NWR,1,0,0,0,0,0,0,Passenger,Churu Sikar Passenger,52088
21.0,120.0,10.5,1,2,9.523809523809524,7,0,CR,1,0,0,0,0,0,1,Passenger,Neral Matheran Passenger,52101
126.0,95.0,79.57894736842105,1,2,1.5873015873015872,7,0,CR,1,0,0,0,0,0,1,Passenger,Matheran Neral Passenger,52102
126.0,130.0,58.15384615384616,1,2,1.5873015873015872,9,0,CR,1,0,0,0,0,0,1,Passenger,Neral Matheran Passenger,52103
21.0,105.0,12.0,1,2,9.523809523809524,9,0,CR,1,0,0,0,0,0,1,Passenger,Matheran Neral Passenger,52104
126.0,115.0,65.73913043478261,1,2,1.5873015873015872,10,0,CR,1,0,0,0,0,0,1,Passenger,Neral Matheran Passenger,52105
126.0,95.0,79.57894736842105,1,2,1.5873015873015872,13,0,CR,1,0,0,0,0,0,1,Passenger,Matheran Neral Passenger,52106
21.0,95.0,13.263157894736842,1,2,9.523809523809524,15,0,CR,1,0,0,0,0,0,1,Passenger,Matheran Neral Passenger,52108
126.0,115.0,65.73913043478261,1,2,1.5873015873015872,17,0,CR,1,0,0,0,0,0,1,Passenger,Neral Matheran Passenger,52109
126.0,100.0,75.6,1,2,1.5873015873015872,16,0,CR,1,0,0,0,0,0,1,Passenger,Matheran Neral Passenger,52110
56.0,125.0,26.88,0,7,12.499999999999998,8,0,CR,1,0,0,0,0,0,0,Passenger,Pachora Jamner Passenger,52121
56.0,140.0,24.0,0,7,12.499999999999998,13,0,CR,1,0,0,0,0,0,0,Passenger,Pachora Jamner Passenger,52123
218.0,275.0,47.56363636363637,0,15,6.880733944954128,7,0,CR,1,0,0,0,0,0,0,Passenger,Murtajapur Yavatmal Passenger,52131
218.0,255.0,51.294117647058826,0,15,6.880733944954128,12,0,CR,1,0,0,0,0,0,0,Passenger,Yavatmal Murtajapur Passenger,52132
76.0,210.0,21.714285714285715,0,12,15.789473684210526,7,0,CR,1,0,0,0,0,0,0,Passenger,Murtajapur Achalpur Passenger,52137
76.0,210.0,21.714285714285715,0,12,15.789473684210526,11,0,CR,1,0,0,0,0,0,0,Passenger,Achalpur Murtajapur Passenger,52138
39.0,200.0,11.7,0,6,15.384615384615383,8,0,CR,1,0,0,0,0,0,0,Passenger,Pulgaon Arvi Passenger,52143
39.0,200.0,11.7,0,6,15.384615384615383,12,0,CR,1,0,0,0,0,0,0,Passenger,Arvi Pulgaon Passenger,52144
50.0,100.0,30.0,0,9,18.0,17,0,NER,1,0,0,0,0,0,0,Passenger,KASHIPUR - MORADABAD PASSENGER,55312
2589.0,3295.0,47.14415781487102,3,440,16.994978756276556,23,1,NR,1,0,1,1,1,0,0,Express,DIBRUGARH - OLD DELHI Brahmaputra Exp,14055
1528.0,2170.0,42.24884792626728,3,277,18.1282722513089,17,0,NFR,1,0,1,1,1,0,0,Express,HOWRAH - DIBRUGARH Kamrup Exp,15959
56.0,135.0,24.88888888888889,0,7,12.499999999999998,10,0,CR,1,0,0,0,0,0,0,Passenger,Jamner Pachora Passenger,52122
56.0,120.0,28.0,0,7,12.499999999999998,17,0,CR,1,0,0,0,0,0,0,Passenger,Jamner Pachora Passenger,52124
200.0,600.0,20.0,0,28,14.0,6,0,NCR,1,0,0,0,0,0,0,Passenger,Gwalior Sheopur Passenger,52171
207.0,615.0,20.195121951219512,0,28,13.52657004830918,6,0,NCR,1,0,0,0,0,0,0,Passenger,Sheopur Gwalior Passenger,52172
92.0,275.0,20.072727272727274,0,16,17.391304347826086,6,0,NCR,1,0,0,0,0,0,0,Passenger,Sabalgarh Gwalior Passenger,52174
92.0,240.0,23.0,0,15,16.304347826086957,9,0,NCR,1,0,0,0,0,0,0,Passenger,Gwalior Sabalgarh Fast Passenger,52175
115.0,290.0,23.793103448275865,0,13,11.304347826086957,6,0,NCR,1,0,0,0,0,0,0,Passenger,Sabalgarh Sheopur Passenger,52177
115.0,300.0,23.0,0,13,11.304347826086957,14,0,NCR,1,0,0,0,0,0,0,Passenger,Sheopur Sabalgarh Passenger,52178
58.0,145.0,24.0,0,8,13.793103448275863,10,0,Unknown,0,0,0,0,0,0,0,Passenger,Dhaulpur Tantpur Passenger,52181
26.0,70.0,22.285714285714285,0,5,19.23076923076923,13,0,NCR,0,0,0,0,0,0,0,Passenger,Tantpur Mohari Bari Passenger,52182
38.0,100.0,22.8,0,6,15.789473684210526,14,0,NCR,0,0,0,0,0,0,0,Passenger,Bari Mohari Sirmuttra Passenger,52183
188.0,415.0,27.180722891566266,0,29,15.425531914893618,6,0,NER,1,0,0,0,0,0,0,Passenger,Kasganj Lalkuan Passenger,52201
188.0,450.0,25.066666666666666,0,29,15.425531914893618,14,0,NER,1,0,0,0,0,0,0,Passenger,Lalkuan Kasganj Passenger,52202
223.0,575.0,23.269565217391303,0,33,14.798206278026907,10,0,NER,1,0,0,0,0,0,0,Passenger,Kasganj Tanakpur Passenger,52203
223.0,615.0,21.75609756097561,0,33,14.798206278026907,6,0,NER,1,0,0,0,0,0,0,Passenger,Tanakpur-Bareilly Passenger,52204
162.0,390.0,24.923076923076923,0,26,16.049382716049383,13,0,NER,1,0,0,0,0,0,0,Passenger,Kasganj Pilibhit Passenger,52205
162.0,380.0,25.578947368421055,0,27,16.666666666666664,5,0,NER,1,0,0,0,0,0,0,Passenger,Pilibhit Kasganj Passenger,52206
162.0,365.0,26.63013698630137,0,26,16.049382716049383,15,0,NER,1,0,0,0,0,0,0,Passenger,Kasganj Pilibhit Passenger,52207
162.0,405.0,24.0,0,27,16.666666666666664,7,0,NER,1,0,0,0,0,0,0,Passenger,Pilibhit Kasganj Passenger,52208
84.0,170.0,29.64705882352941,0,12,14.285714285714286,14,0,NER,1,0,0,0,0,0,0,Passenger,Bareilly Lalkuan Passenger,52209
84.0,165.0,30.545454545454547,0,12,14.285714285714286,7,0,NER,1,0,0,0,0,0,0,Passenger,Lalkuan Bareilly Passenger,52210
84.0,160.0,31.5,0,12,14.285714285714286,17,0,NER,1,0,0,0,0,0,0,Passenger,Bareilly Lal Kuan Passenger,52211
84.0,180.0,28.0,0,12,14.285714285714286,10,0,NER,1,0,0,0,0,0,0,Passenger,Lal Kuan Bareilly Passenger,52212
125.0,275.0,27.272727272727273,0,20,16.0,14,0,NER,1,0,0,0,0,0,0,Passenger,Mailani Bareilly Passenger,52214
58.0,120.0,29.0,0,10,17.24137931034483,11,0,NER,1,0,0,0,0,0,0,Passenger,Bareilly Pilibhit Passenger,52215
58.0,140.0,24.857142857142854,0,10,17.24137931034483,12,0,NER,1,0,0,0,0,0,0,Passenger,Pilibhit Bareilly Passenger,52216
104.0,185.0,33.729729729729726,0,18,17.307692307692307,21,0,NER,1,0,0,0,0,0,0,Passenger,Kasganj Bareilly Passenger,52217
104.0,180.0,34.666666666666664,0,18,17.307692307692307,19,0,NER,1,0,0,0,0,0,0,Passenger,Bareilly Kasganj Passenger,52218
61.0,120.0,30.5,0,7,11.475409836065573,15,0,NER,1,0,0,0,0,0,0,Passenger,Pilibhit Tanakpur Passenger,52219
61.0,120.0,30.5,0,7,11.475409836065573,12,0,NER,1,0,0,0,0,0,0,Passenger,Tanakpur Pilibhit Passenger,52220
67.0,130.0,30.923076923076927,0,12,17.91044776119403,15,0,NER,1,0,0,0,0,0,0,Passenger,Pilibhit Mailani Passenger,52221
67.0,115.0,34.95652173913043,0,9,13.432835820895521,4,1,NER,1,0,0,0,0,0,0,Passenger,Mailani Pilibhit Passenger,52222
67.0,130.0,30.923076923076927,0,12,17.91044776119403,18,0,NER,1,0,0,0,0,0,0,Passenger,Pilibhit Mailani Passenger,52223
127.0,255.0,29.88235294117647,0,15,11.811023622047244,4,1,NER,1,0,0,0,0,0,0,Passenger,Lakhimpur Pilibhit Passenger,52224
127.0,255.0,29.88235294117647,0,15,11.811023622047244,22,1,NER,1,0,0,0,0,0,0,Passenger,Pilibhit Lakhimpur Passenger,52225
67.0,130.0,30.923076923076927,0,11,16.417910447761194,17,0,NER,0,0,0,0,0,0,0,Passenger,Mailani Pilibhit Passenger,52226
61.0,145.0,25.24137931034483,0,7,11.475409836065573,7,0,NER,0,0,0,0,0,0,0,Passenger,Pilibhit Tanakpur Passenger,52227
145.0,340.0,25.588235294117645,0,19,13.10344827586207,6,0,NER,1,0,0,0,0,0,0,Passenger,Shahjahanpur Tanakpur Passenger,52229
145.0,380.0,22.894736842105264,0,19,13.10344827586207,10,0,NER,1,0,0,0,0,0,0,Passenger,Tanakpur Shahjahanpur Passenger,52230
84.0,150.0,33.6,0,13,15.476190476190476,7,0,NER,1,0,0,0,0,0,0,Passenger,Pilibhit Shahjahanpur Passenger,52231
84.0,150.0,33.6,0,13,15.476190476190476,11,0,NER,1,0,0,0,0,0,0,Passenger,Shahjahanpur Pilibhit Passenger,52232
84.0,160.0,31.5,0,16,19.047619047619047,10,0,NER,1,0,0,0,0,0,0,Passenger,Pilibhit Shahjahanpur Passenger,52233
84.0,160.0,31.5,0,16,19.047619047619047,13,0,NER,1,0,0,0,0,0,0,Passenger,Shahjahanpur Pilibhit Passenger,52234
84.0,160.0,31.5,0,14,16.666666666666668,18,0,NER,1,0,0,0,0,0,0,Passenger,Pilibhit Shahjahanpur Passenger,52235
77.0,115.0,40.17391304347826,0,6,7.792207792207792,3,1,NER,1,0,0,0,0,0,0,Passenger,RAMNAGAR - MORADABAD PASSENGER,55324
92.0,220.0,25.090909090909093,0,15,16.304347826086957,14,0,NCR,1,0,0,0,0,0,0,Passenger,Sabalgarh Gwalior Fast Passenger,52176
70.0,175.0,24.0,0,9,12.857142857142858,7,0,NCR,1,0,0,0,0,0,0,Passenger,Sirmuttra Dhaulpur Passenger,52180
70.0,175.0,24.0,0,9,12.857142857142858,16,0,NCR,0,0,0,0,0,0,0,Passenger,Sirmuttra Dhaulpur Passenger,52184
84.0,150.0,33.6,0,13,15.476190476190476,17,0,NER,1,0,0,0,0,0,0,Passenger,Shahjahanpur Pilibhit Passenger,52236
258.0,505.0,30.653465346534656,0,35,13.565891472868216,4,1,NER,1,0,0,0,0,0,0,Passenger,PILIBHIT - AISHBAGH PASS,52237
269.0,540.0,29.88888888888889,0,29,10.780669144981413,5,0,NER,1,0,0,0,0,0,0,Passenger,TIKUNIA - AISHBAGH PASSENGER,52239
267.0,540.0,29.666666666666668,0,32,11.985018726591761,14,0,NER,1,0,0,0,0,0,0,Passenger,AISHBAGH - TIKUNIA PASSENGER,52240
193.0,390.0,29.692307692307693,0,23,11.917098445595855,11,0,NER,1,0,0,0,0,0,0,Passenger,Mailani Aishbagh Passenger,52241
193.0,370.0,31.297297297297295,0,23,11.917098445595855,10,0,NER,1,0,0,0,0,0,0,Passenger,Aishbagh Mailani Passenger,52242
316.0,745.0,25.449664429530202,0,38,12.025316455696203,8,0,NER,1,0,0,0,0,0,0,Passenger,PILIBHIT - AISHBAGH PASSENGER,52243
191.0,385.0,29.766233766233764,0,23,12.041884816753928,17,0,NER,1,0,0,0,0,0,0,Passenger,MAILANI  - AISHBAGH PASSENGER,52245
192.0,375.0,30.72,0,24,12.5,17,0,NER,1,0,0,0,0,0,0,Passenger,AISHBAGH - MAILANI PASSENGER,52246
107.0,230.0,27.913043478260867,0,12,11.214953271028037,20,0,NER,1,0,0,0,0,0,0,Passenger,Mailani Sitapur Passenger,52247
106.0,220.0,28.90909090909091,0,15,14.150943396226415,10,0,NER,1,0,0,0,0,0,0,Passenger,Sitapur Mailani Passenger,52248
86.0,185.0,27.89189189189189,0,14,16.27906976744186,5,0,NER,1,0,0,0,0,0,0,Passenger,Sitapur Aishbagh Passenger,52249
86.0,180.0,28.666666666666668,0,14,16.27906976744186,5,0,NER,1,0,0,0,0,0,0,Passenger,AISHBAGH - SITAPUR  PASSENGER,52250
86.0,185.0,27.89189189189189,0,14,16.27906976744186,17,0,NER,1,0,0,0,0,0,0,Passenger,SITAPUR - AISHBAGH PASSENGER,52251
86.0,155.0,33.29032258064516,0,12,13.953488372093023,13,0,NER,1,0,0,0,0,0,0,Passenger,Aishbagh Sitapur Passenger,52252
330.0,450.0,44.0,0,27,8.181818181818182,3,1,NER,1,0,0,0,0,0,0,Passenger,Mailani Gonda Passenger,52254
455.0,770.0,35.45454545454545,0,46,10.10989010989011,6,0,NER,0,0,0,0,0,0,0,Passenger,Gonda Bareilly Passenger,52255
330.0,440.0,45.0,0,27,8.181818181818182,11,0,NER,1,0,0,0,0,0,0,Passenger,Gonda Mailani Passenger,52257
330.0,465.0,42.58064516129032,0,27,8.181818181818182,6,0,NER,1,0,0,0,0,0,0,Passenger,Mailani Gonda Passenger,52258
330.0,445.0,44.49438202247191,0,26,7.878787878787879,16,0,NER,1,0,0,0,0,0,0,Passenger,Gonda Mailani Passenger,52259
330.0,450.0,44.0,0,27,8.181818181818182,17,0,NER,1,0,0,0,0,0,0,Passenger,Mailani Gonda Passenger,52260
114.0,230.0,29.73913043478261,0,13,11.403508771929825,8,0,NER,1,0,0,0,0,0,0,Passenger,Gonda Nepalganj Passenger,52261
114.0,240.0,28.5,0,13,11.403508771929825,5,0,NER,1,0,0,0,0,0,0,Passenger,Nepalganj Gonda Passenger,52262
114.0,225.0,30.4,0,13,11.403508771929825,13,0,NER,1,0,0,0,0,0,0,Passenger,Gonda Nepalganj Passenger,52263
114.0,230.0,29.73913043478261,0,13,11.403508771929825,15,0,NER,1,0,0,0,0,0,0,Passenger,Nepalganj Gonda Passenger,52264
114.0,215.0,31.813953488372093,0,13,11.403508771929825,18,0,NER,1,0,0,0,0,0,0,Passenger,Gonda Nepalganj Passenger,52265
114.0,240.0,28.5,0,13,11.403508771929825,17,0,NER,1,0,0,0,0,0,0,Passenger,Nepalganj Gonda Passenger,52266
114.0,185.0,36.97297297297297,0,11,9.649122807017545,4,1,NER,1,0,0,0,0,0,0,Passenger,Gonda Nepalganj Passenger,52267
114.0,205.0,33.36585365853659,0,11,9.649122807017545,7,0,NER,1,0,0,0,0,0,0,Passenger,Nepalganj Gonda Passenger,52268
179.0,400.0,26.849999999999998,0,24,13.40782122905028,3,1,NER,1,0,0,0,0,0,0,Passenger,Anand Nagar Gonda Fast Passenger,52269
179.0,375.0,28.64,0,25,13.966480446927374,5,0,NER,1,0,0,0,0,0,0,Passenger,Gonda Anandnagar Passenger,52270
179.0,395.0,27.18987341772152,0,25,13.966480446927374,8,0,NER,1,0,0,0,0,0,0,Passenger,Anand Nagar Gonda Passenger,52271
179.0,405.0,26.51851851851852,0,25,13.966480446927374,7,0,NER,1,0,0,0,0,0,0,Passenger,Gonda Anandnagar Passenger,52272
179.0,395.0,27.18987341772152,0,23,12.849162011173185,12,0,NER,1,0,0,0,0,0,0,Passenger,Gonda Anandnagar Passenger,52274
179.0,390.0,27.53846153846154,0,22,12.290502793296088,18,0,NER,1,0,0,0,0,0,0,Passenger,Gonda Anandnagar Passenger,52276
30.0,60.0,30.0,0,4,13.333333333333334,15,0,NER,1,0,0,0,0,0,0,Passenger,Palia Kalan Mailani Passenger,52277
30.0,50.0,36.0,0,4,13.333333333333334,14,0,NER,1,0,0,0,0,0,0,Passenger,Mailani Palia Kalan Passenger,52278
105.0,255.0,24.705882352941178,0,13,12.38095238095238,1,1,NER,1,0,0,0,0,0,0,Passenger,Chhapra-Thawe Passenger,52280
105.0,265.0,23.773584905660375,0,13,12.38095238095238,21,0,NER,1,0,0,0,0,0,0,Passenger,Chhapra Thawe Passenger,52282
105.0,270.0,23.333333333333332,0,13,12.38095238095238,5,0,NER,1,0,0,0,0,0,0,Passenger,Thawe Chhapra Passenger,52283
105.0,255.0,24.705882352941178,0,13,12.38095238095238,13,0,NER,1,0,0,0,0,0,0,Passenger,Thawe Chhapra Passenger,52285
105.0,260.0,24.230769230769234,0,13,12.38095238095238,12,0,NER,1,0,0,0,0,0,0,Passenger,Chhapra Thawe Passenger,52286
84.0,175.0,28.8,0,12,14.285714285714286,5,0,NER,1,0,0,0,0,0,0,Passenger,Thawe Chhapra Passenger,52287
85.0,185.0,27.567567567567565,0,13,15.294117647058824,19,0,NER,1,0,0,0,0,0,0,Passenger,Chhapra Thawe Passenger,52288
113.0,205.0,33.07317073170732,0,18,15.92920353982301,12,0,NR,1,0,0,0,0,0,0,Passenger,Bareilly Moradabad Passenger,54311
179.0,390.0,27.53846153846154,0,25,13.966480446927374,13,0,NER,1,0,0,0,0,0,0,Passenger,Anand Nagar Gonda Passenger,52273
179.0,360.0,29.833333333333332,0,25,13.966480446927374,21,0,NER,1,0,0,0,0,0,0,Passenger,Anand Nagar Gonda Passenger,52275
105.0,255.0,24.705882352941178,0,13,12.38095238095238,17,0,NER,1,0,0,0,0,0,0,Passenger,Bareilly Lal Kuan Passenger,52295
84.0,130.0,38.769230769230774,0,9,10.714285714285715,6,0,NER,1,0,0,0,0,0,0,Passenger,Pilibhit Shahjahanpur Passenger,52297
84.0,140.0,36.0,0,9,10.714285714285715,9,0,NER,1,0,0,0,0,0,0,Passenger,Shahjahanpur Pilibhit Passenger,52298
27.0,120.0,13.5,0,8,29.629629629629626,6,0,Unknown,1,0,0,0,0,0,0,Passenger,Balgona-Katwa Fast Local,52301
27.0,120.0,13.5,0,8,29.629629629629626,3,1,Unknown,1,0,0,0,0,0,0,Passenger,Katwa Balgona Local,52302
